post_id,date,caption,has_question,hashtags,likes,comments,saves,post_type,topic,engagement
360c265f-e996-4ccf-9d18-95089209a186,2025-05-23T10:07:01.142773,"Similique commodi laudantium minus ipsum harum in quod a dolor placeat eos rerum unde earum tempora. Jangan cuma kerja, pelajari investasi juga untuk masa depan",False,#keuangan #edukasikeuangan #investasi,1473,0,168,Reel,Investasi,1641
2308a711-b030-46ee-9e1e-aadd2f898900,2025-08-21T15:54:01.142773,Suscipit sit maxime reiciendis numquam ut ab consectetur. Mulai dari kecil tapi konsisten itu kuncinya 💪,False,#keuangan #edukasikeuangan #budgeting,1211,0,63,Image,Budgeting,1274
829e55df-2e49-42c9-a5c7-9c79b25ee242,2025-04-19T03:28:01.142773,"Pernah nggak ngerasa pengeluaran 'bocor'? Cerita, dong! 🕳️💸",True,#keuangan #edukasikeuangan #asuransi,5,69,42,Reel,Asuransi,116
65960f2e-57bb-467a-aa11-8842b7e22263,2025-06-03T08:14:01.142773,"Pernah nggak ngerasa pengeluaran 'bocor'? Cerita, dong! 🕳️💸",True,#keuangan #edukasikeuangan #bisnis,319,41,91,Image,Bisnis,451
f486d659-58c1-4949-9256-1f701f4ed5d6,2025-05-16T10:20:01.142773,Siapa yang masih bingung mulai investasi dari mana? Yuk tulis di komen! 💬,True,#keuangan #edukasikeuangan #bisnis,2502,51,46,Image,Bisnis,2599
a58e7243-bf59-4ecb-b635-7aece5af0aa5,2025-05-24T02:04:01.142773,Ea sint sequi est amet error adipisci consectetur hic exercitationem nostrum quibusdam dolor nihil veniam dicta. Financial freedom bukan mimpi kalau kamu disiplin menabung 🚀,False,#keuangan #edukasikeuangan #asuransi,1444,14,0,Reel,Asuransi,1458
be4ddd77-fb4b-4c28-9d10-c9ef0c51124f,2025-05-25T08:21:01.142773,Ada yang sudah punya dana darurat? Berapa bulan tabunganmu?,True,#keuangan #edukasikeuangan #budgeting,648,79,15,Reel,Budgeting,742
bacc38c7-27fe-4584-9b25-d9c2df2d8b29,2025-09-25T14:04:01.142773,Siapa yang masih bingung mulai investasi dari mana? Yuk tulis di komen! 💬,True,#keuangan #edukasikeuangan #bisnis,725,67,35,Reel,Bisnis,827
93c8018d-be16-46ec-a600-35b8bcf27e05,2025-08-28T03:36:01.142773,Siapa yang masih bingung mulai investasi dari mana? Yuk tulis di komen! 💬,True,#keuangan #edukasikeuangan #keuangankeluarga,2259,10,24,Image,Keuangan Keluarga,2293
42a3c7fd-883f-4fc5-81d8-25aa576a7e40,2025-10-14T00:38:01.142773,Ada yang sudah punya dana darurat? Berapa bulan tabunganmu?,True,#keuangan #edukasikeuangan #bisnis,1117,71,0,Carousel,Bisnis,1188
f84312ef-1050-4552-8399-27e6364ee2e1,2025-09-29T01:37:01.142773,Siapa yang masih bingung mulai investasi dari mana? Yuk tulis di komen! 💬,True,#keuangan #edukasikeuangan #bisnis,5,89,0,Image,Bisnis,94
49b09bb2-544f-4bec-8e17-40370f76df44,2025-07-26T18:01:01.142773,Ada yang sudah punya dana darurat? Berapa bulan tabunganmu?,True,#keuangan #edukasikeuangan #investasi,1127,53,112,Carousel,Investasi,1292
f0a5b654-76f5-419a-afdd-3912f122f73c,2025-07-30T03:03:01.142773,"Kalau dikasih 1 juta, kamu invest ke apa? Sampaikan ya!",True,#keuangan #edukasikeuangan #bisnis,1649,37,0,Image,Bisnis,1686
bd146403-a945-4a99-bc33-b6474cf3f42d,2025-06-30T18:02:01.142773,Voluptas officiis tempora assumenda possimus beatae qui eveniet repudiandae illo magni. Financial freedom bukan mimpi kalau kamu disiplin menabung 🚀,False,#keuangan #edukasikeuangan #investasi,5,13,14,Image,Investasi,32
e4bd338a-f60f-4957-8e17-b26141ad6a46,2025-05-28T01:14:01.142773,Asperiores et nulla expedita et ut. Mulai dari kecil tapi konsisten itu kuncinya 💪,False,#keuangan #edukasikeuangan #asuransi,767,4,84,Image,Asuransi,855
77eaac62-1f00-4a88-aa2a-98876f0f77fa,2025-05-21T19:54:01.142773,Siapa yang masih bingung mulai investasi dari mana? Yuk tulis di komen! 💬,True,#keuangan #edukasikeuangan #motivasifinansial,336,79,0,Carousel,Motivasi Finansial,415
5134556e-88af-4976-adb9-118ce1db711f,2025-05-05T00:56:01.142773,Maaak… kalian lebih pilih nabung atau bayar hutang dulu? 🤔,True,#keuangan #edukasikeuangan #bisnis,378,64,123,Image,Bisnis,565
40e1c600-d804-4ea3-bfe2-55ecd281c1e8,2025-05-24T13:47:01.142773,Nam voluptates autem animi quibusdam deserunt distinctio natus alias. Mulai dari kecil tapi konsisten itu kuncinya 💪,False,#keuangan #edukasikeuangan #tabungan,1585,30,0,Reel,Tabungan,1615
807b78d1-cfa8-4114-a352-b33b2eb6c203,2025-05-10T16:11:01.142773,Maaak… kalian lebih pilih nabung atau bayar hutang dulu? 🤔,True,#keuangan #edukasikeuangan #tabungan,836,26,105,Reel,Tabungan,967
31cb4e38-d91a-467b-8423-834c15cd41b7,2025-10-01T06:35:01.142773,Repudiandae corporis perferendis aperiam itaque quaerat iure veniam iusto ipsa fugiat soluta excepturi dicta deserunt. Financial freedom bukan mimpi kalau kamu disiplin menabung 🚀,False,#keuangan #edukasikeuangan #investasi,2211,0,21,Image,Investasi,2232
f8f61540-f432-4868-b126-b0372128d500,2025-10-13T23:08:01.142773,Ipsa maxime nostrum aperiam delectus ipsam ea reprehenderit laborum quibusdam. Mulai dari kecil tapi konsisten itu kuncinya 💪,False,#keuangan #edukasikeuangan #asuransi,5,0,47,Reel,Asuransi,52
68a03dd1-c8ae-42b9-951a-8abfbd40277b,2025-06-24T00:02:01.142773,Siapa yang masih bingung mulai investasi dari mana? Yuk tulis di komen! 💬,True,#keuangan #edukasikeuangan #bisnis,1006,23,32,Reel,Bisnis,1061
2ba23fa5-717a-4f3e-8060-30b55a73f023,2025-05-06T16:36:01.142773,Nulla beatae vitae nisi inventore voluptatibus quidem minima exercitationem optio molestias. Mulai dari kecil tapi konsisten itu kuncinya 💪,False,#keuangan #edukasikeuangan #keuangankeluarga,1137,43,48,Reel,Keuangan Keluarga,1228
c024d256-ac99-4303-864f-1801b51f792d,2025-09-18T18:59:01.142773,Maaak… kalian lebih pilih nabung atau bayar hutang dulu? 🤔,True,#keuangan #edukasikeuangan #tabungan,852,34,0,Reel,Tabungan,886
432c11de-6623-4467-8801-ccaa381cf379,2025-09-07T23:52:01.142773,"Harum itaque laudantium maiores molestias saepe dolorum maiores numquam incidunt molestiae cupiditate magni assumenda consequuntur. Bijak kelola uang, biar uang yang kerja untukmu 🔁",False,#keuangan #edukasikeuangan #tabungan,5,52,0,Image,Tabungan,57
43e5e49d-2502-49a0-b619-fe3c0786b422,2025-06-11T21:42:01.142773,Ada yang sudah punya dana darurat? Berapa bulan tabunganmu?,True,#keuangan #edukasikeuangan #keuangankeluarga,485,58,72,Reel,Keuangan Keluarga,615
b2b67d22-4242-42ff-923d-a9cfc09f032e,2025-08-27T14:53:01.142773,Nulla molestiae facilis voluptas a ducimus. Catat pengeluaran harian biar lebih sadar gajian kemana ✍️,False,#keuangan #edukasikeuangan #bisnis,636,16,0,Image,Bisnis,652
2a6b3467-fd04-46d1-97a5-2c842a59930a,2025-07-15T16:34:01.142773,Nostrum ipsa cupiditate assumenda error nihil quas. Mulai dari kecil tapi konsisten itu kuncinya 💪,False,#keuangan #edukasikeuangan #tabungan,1653,34,0,Reel,Tabungan,1687
c7bff719-da50-436f-8604-72d4e8f95a1a,2025-10-03T13:40:01.142773,Optio amet dolore quo nemo error iure tempore quos. Financial freedom bukan mimpi kalau kamu disiplin menabung 🚀,False,#keuangan #edukasikeuangan #budgeting,1835,15,0,Image,Budgeting,1850
9798d823-98fc-4930-88f5-5d5ac795163c,2025-09-10T15:00:01.142773,Rem nihil a maiores totam impedit enim. Catat pengeluaran harian biar lebih sadar gajian kemana ✍️,False,#keuangan #edukasikeuangan #budgeting,2039,0,0,Image,Budgeting,2039
a6f7b209-e698-4e8d-b52e-6dcdba4667e5,2025-07-01T20:37:01.142773,Maaak… kalian lebih pilih nabung atau bayar hutang dulu? 🤔,True,#keuangan #edukasikeuangan #investasi,1557,55,110,Reel,Investasi,1722
8c34a7d9-8528-4445-be01-0e8abd9ca6e4,2025-08-14T20:43:01.142773,"Quos repudiandae adipisci alias reiciendis commodi id. Bijak kelola uang, biar uang yang kerja untukmu 🔁",False,#keuangan #edukasikeuangan #investasi,5,3,81,Reel,Investasi,89
21990061-d80e-4149-8a68-c42a2ec8fc15,2025-07-23T09:31:01.142773,"Kalau dikasih 1 juta, kamu invest ke apa? Sampaikan ya!",True,#keuangan #edukasikeuangan #bisnis,2018,3,30,Carousel,Bisnis,2051
58824557-4250-4dc3-abc8-3bc77e3326b4,2025-07-30T13:40:01.142773,"Eligendi maiores iure provident odio earum at. Jangan cuma kerja, pelajari investasi juga untuk masa depan",False,#keuangan #edukasikeuangan #keuangankeluarga,750,32,0,Reel,Keuangan Keluarga,782
d12cd97a-9bc8-4237-a1c5-6fb65f7cb942,2025-07-23T07:37:01.142773,"Nostrum eligendi architecto quas voluptates eius odio sapiente ratione laudantium blanditiis. Jangan cuma kerja, pelajari investasi juga untuk masa depan",False,#keuangan #edukasikeuangan #tabungan,727,28,64,Carousel,Tabungan,819
0dcae3d2-6d09-4b28-8cbb-ae211c30362d,2025-08-17T18:18:01.142773,"Delectus iste consequuntur et unde iusto nam. Jangan cuma kerja, pelajari investasi juga untuk masa depan",False,#keuangan #edukasikeuangan #bisnis,5,0,37,Image,Bisnis,42
35790571-cf2d-40fd-8c0e-32683564c816,2025-06-03T17:53:01.142773,"Magni nesciunt magni ipsam molestias quibusdam exercitationem. Jangan cuma kerja, pelajari investasi juga untuk masa depan",False,#keuangan #edukasikeuangan #keuangankeluarga,32,13,0,Image,Keuangan Keluarga,45
07184453-fda2-4d4b-b473-4244ca43c4c8,2025-08-26T05:30:01.142773,Nulla consequatur dignissimos harum expedita nesciunt cumque velit magni aut. Financial freedom bukan mimpi kalau kamu disiplin menabung 🚀,False,#keuangan #edukasikeuangan #investasi,1600,9,164,Reel,Investasi,1773
757d2378-2b0d-4e9c-9435-6c8d575701e2,2025-05-16T14:51:01.142773,Provident ut laborum iure pariatur. Financial freedom bukan mimpi kalau kamu disiplin menabung 🚀,False,#keuangan #edukasikeuangan #keuangankeluarga,1117,16,0,Reel,Keuangan Keluarga,1133
d78acabd-60d2-42fd-afae-63a7f03c5c97,2025-06-20T07:36:01.142773,Accusamus dolorem occaecati voluptas labore laboriosam omnis sit. Financial freedom bukan mimpi kalau kamu disiplin menabung 🚀,False,#keuangan #edukasikeuangan #bisnis,2825,28,0,Reel,Bisnis,2853
b26edc16-f87d-4a8a-be68-008072da02ad,2025-09-10T13:05:01.142773,"Quaerat a voluptatum accusantium est rerum voluptatibus unde nesciunt quia blanditiis commodi. Bijak kelola uang, biar uang yang kerja untukmu 🔁",False,#keuangan #edukasikeuangan #investasi,5,0,58,Carousel,Investasi,63
b9a1a12e-2398-4c3c-9060-f0fca8cc495f,2025-08-07T23:04:01.142773,"Fuga aut nihil totam in cumque esse corporis doloribus. Jangan cuma kerja, pelajari investasi juga untuk masa depan",False,#keuangan #edukasikeuangan #asuransi,1222,51,0,Reel,Asuransi,1273
66bd794d-0dcc-4c85-9273-7fecfb712238,2025-04-18T22:21:01.142773,"Pernah nggak ngerasa pengeluaran 'bocor'? Cerita, dong! 🕳️💸",True,#keuangan #edukasikeuangan #keuangankeluarga,1646,0,10,Reel,Keuangan Keluarga,1656
58ae46ce-d4f1-438c-bb33-477969e118e4,2025-06-23T06:27:01.142773,"Pernah nggak ngerasa pengeluaran 'bocor'? Cerita, dong! 🕳️💸",True,#keuangan #edukasikeuangan #asuransi,1447,95,0,Image,Asuransi,1542
0626f72f-c92f-4e31-9dd9-150723132579,2025-06-15T14:00:01.142773,"Veritatis a eum quaerat vel aspernatur consequatur impedit veritatis iusto enim voluptatibus nemo sit. Bijak kelola uang, biar uang yang kerja untukmu 🔁",False,#keuangan #edukasikeuangan #motivasifinansial,1411,0,23,Image,Motivasi Finansial,1434
15782ed2-514c-4354-bb45-8fbf24dc9858,2025-07-13T09:35:01.142773,Voluptates minima voluptates ipsa debitis. Catat pengeluaran harian biar lebih sadar gajian kemana ✍️,False,#keuangan #edukasikeuangan #keuangankeluarga,2090,0,19,Carousel,Keuangan Keluarga,2109
6a1a91da-58de-4072-93d3-0f3172b6c2a2,2025-07-07T03:36:01.142773,"Tenetur perferendis odio fuga voluptatum incidunt ut tenetur quis quae aliquam porro nihil soluta. Bijak kelola uang, biar uang yang kerja untukmu 🔁",False,#keuangan #edukasikeuangan #keuangankeluarga,2947,41,41,Image,Keuangan Keluarga,3029
0560ab0a-46fc-4f5c-940d-6b1ddc004f93,2025-05-14T04:38:01.142773,"Doloremque impedit dicta aliquid error optio laboriosam temporibus occaecati eius delectus assumenda. Bijak kelola uang, biar uang yang kerja untukmu 🔁",False,#keuangan #edukasikeuangan #motivasifinansial,1585,15,94,Image,Motivasi Finansial,1694
08d76016-f16e-43b7-bff7-9ec8b39d88e0,2025-04-27T00:11:01.142773,"Pernah nggak ngerasa pengeluaran 'bocor'? Cerita, dong! 🕳️💸",True,#keuangan #edukasikeuangan #tabungan,1472,82,0,Reel,Tabungan,1554
3d22b48b-b70b-4edb-bb4c-2acdb853864e,2025-07-19T01:11:01.142773,Ada yang sudah punya dana darurat? Berapa bulan tabunganmu?,True,#keuangan #edukasikeuangan #tabungan,1707,65,40,Carousel,Tabungan,1812
546999da-1691-45d3-9106-911e29bc24bf,2025-07-17T20:34:01.142773,Voluptas natus voluptatem tempore eaque expedita. Financial freedom bukan mimpi kalau kamu disiplin menabung 🚀,False,#keuangan #edukasikeuangan #bisnis,3091,0,23,Reel,Bisnis,3114
a282a313-0163-48e0-b0fd-afcb71ddcdd4,2025-05-18T02:02:01.142773,"Kalau dikasih 1 juta, kamu invest ke apa? Sampaikan ya!",True,#keuangan #edukasikeuangan #motivasifinansial,476,60,4,Reel,Motivasi Finansial,540
c9dae7e6-ed98-4e55-8e5f-2d9c91253674,2025-07-13T04:15:01.142773,"Accusamus quasi aspernatur minus voluptates pariatur enim magni voluptatibus. Bijak kelola uang, biar uang yang kerja untukmu 🔁",False,#keuangan #edukasikeuangan #tabungan,1703,0,16,Carousel,Tabungan,1719
f0b295b0-6ad8-4b09-8d15-5ea9959aa0eb,2025-06-25T16:46:01.142773,Siapa yang masih bingung mulai investasi dari mana? Yuk tulis di komen! 💬,True,#keuangan #edukasikeuangan #budgeting,852,0,5,Reel,Budgeting,857
be2dc52e-40de-4ae1-b52a-76e0234ba14c,2025-07-26T17:43:01.142773,Siapa yang masih bingung mulai investasi dari mana? Yuk tulis di komen! 💬,True,#keuangan #edukasikeuangan #investasi,2556,66,72,Carousel,Investasi,2694
8494ce97-bcb2-4703-9c4b-64d64e6376af,2025-09-27T03:02:01.142773,Consequatur quam rerum mollitia aspernatur iure quae cum id cum vel optio iusto. Catat pengeluaran harian biar lebih sadar gajian kemana ✍️,False,#keuangan #edukasikeuangan #tabungan,2205,47,0,Image,Tabungan,2252
5e1deeeb-a411-4c3c-9e69-d712ab71e9bb,2025-10-09T19:06:01.142773,Sint ipsam officiis quam eaque et quas. Financial freedom bukan mimpi kalau kamu disiplin menabung 🚀,False,#keuangan #edukasikeuangan #keuangankeluarga,2090,0,0,Image,Keuangan Keluarga,2090
50535a19-17c4-48d1-bc89-c0d289f18e6b,2025-08-22T14:32:01.142773,Facere libero repellat dolorem itaque iste. Mulai dari kecil tapi konsisten itu kuncinya 💪,False,#keuangan #edukasikeuangan #keuangankeluarga,2882,22,38,Carousel,Keuangan Keluarga,2942
11036f7e-8fa2-41f0-be04-b5077b769aa1,2025-07-16T01:12:01.142773,"Pernah nggak ngerasa pengeluaran 'bocor'? Cerita, dong! 🕳️💸",True,#keuangan #edukasikeuangan #investasi,5,0,59,Reel,Investasi,64
40ce169f-66e2-48a7-8ad1-93d33f145574,2025-06-22T23:55:01.142773,Deleniti praesentium harum non nam perferendis vero blanditiis debitis ab distinctio quia quidem. Mulai dari kecil tapi konsisten itu kuncinya 💪,False,#keuangan #edukasikeuangan #asuransi,1104,51,13,Reel,Asuransi,1168
6b95c921-daa8-4042-88ee-ec16e930b88b,2025-10-03T04:01:01.142773,Ea placeat maxime modi accusantium molestiae eos repellat rem harum animi. Financial freedom bukan mimpi kalau kamu disiplin menabung 🚀,False,#keuangan #edukasikeuangan #asuransi,1994,21,0,Reel,Asuransi,2015
30032790-84c0-403e-9655-cf624c530ac5,2025-07-01T03:40:01.142773,Maaak… kalian lebih pilih nabung atau bayar hutang dulu? 🤔,True,#keuangan #edukasikeuangan #bisnis,255,69,58,Image,Bisnis,382
a8dcea83-59c1-4b52-a6cd-fe1fd6215748,2025-08-06T14:01:01.142773,Nobis et nesciunt explicabo nostrum mollitia voluptatem illo aspernatur. Catat pengeluaran harian biar lebih sadar gajian kemana ✍️,False,#keuangan #edukasikeuangan #tabungan,476,0,9,Reel,Tabungan,485
7e1fe06a-db3d-4f9c-8802-2ef2d6bb7f6e,2025-05-17T20:34:01.142773,Voluptates possimus a debitis voluptatibus consequatur consequuntur. Mulai dari kecil tapi konsisten itu kuncinya 💪,False,#keuangan #edukasikeuangan #budgeting,946,20,34,Image,Budgeting,1000
5324b700-286e-49bc-bd50-a35915442aaf,2025-05-16T17:08:01.142773,Asperiores in laborum harum laborum quisquam sequi mollitia dignissimos dolore aliquam minus modi aspernatur illo. Financial freedom bukan mimpi kalau kamu disiplin menabung 🚀,False,#keuangan #edukasikeuangan #keuangankeluarga,2383,21,0,Carousel,Keuangan Keluarga,2404
b849041d-f830-4010-b37f-63e55f504293,2025-04-17T13:56:01.142773,"Mollitia molestiae impedit porro corrupti rem cum aspernatur aliquid officia nisi nesciunt fuga eveniet. Jangan cuma kerja, pelajari investasi juga untuk masa depan",False,#keuangan #edukasikeuangan #bisnis,737,5,0,Image,Bisnis,742
ad758fa1-efd4-4c61-bf4b-d2c77c827b25,2025-08-20T02:59:01.142773,"Excepturi animi pariatur pariatur. Jangan cuma kerja, pelajari investasi juga untuk masa depan",False,#keuangan #edukasikeuangan #investasi,2008,0,102,Image,Investasi,2110
9c3064ca-81ce-413d-98b6-139a3fa1a691,2025-09-28T21:27:01.142773,"Pernah nggak ngerasa pengeluaran 'bocor'? Cerita, dong! 🕳️💸",True,#keuangan #edukasikeuangan #motivasifinansial,5,64,0,Carousel,Motivasi Finansial,69
b79f0619-e3c2-44ad-bcd2-b7c28c03a733,2025-06-03T23:15:01.142773,"Kalau dikasih 1 juta, kamu invest ke apa? Sampaikan ya!",True,#keuangan #edukasikeuangan #keuangankeluarga,1650,38,18,Image,Keuangan Keluarga,1706
c130cd7e-a531-4067-8f15-9a9e214b2a64,2025-10-06T14:59:01.142773,"Labore quo fuga unde dignissimos quia nesciunt numquam eos. Bijak kelola uang, biar uang yang kerja untukmu 🔁",False,#keuangan #edukasikeuangan #tabungan,1680,79,0,Reel,Tabungan,1759
65acd51c-a7ca-4b92-9d95-07ab0df09c0b,2025-07-02T01:52:01.142773,"Kalau dikasih 1 juta, kamu invest ke apa? Sampaikan ya!",True,#keuangan #edukasikeuangan #keuangankeluarga,1785,50,0,Reel,Keuangan Keluarga,1835
4da947da-c3b1-404f-93f2-f7b52a6e36ce,2025-07-27T10:28:01.142773,"Sunt quae sint atque incidunt culpa animi. Bijak kelola uang, biar uang yang kerja untukmu 🔁",False,#keuangan #edukasikeuangan #motivasifinansial,1786,13,0,Carousel,Motivasi Finansial,1799
c93e50fd-6644-4f9c-b031-cf2c3d18e370,2025-08-15T11:04:01.142773,Illum aspernatur perspiciatis sapiente alias magnam laudantium saepe debitis quod similique harum. Catat pengeluaran harian biar lebih sadar gajian kemana ✍️,False,#keuangan #edukasikeuangan #bisnis,5,38,76,Carousel,Bisnis,119
970062b0-3a95-4181-9611-9f3622d6759e,2025-08-07T12:10:01.142773,Siapa yang masih bingung mulai investasi dari mana? Yuk tulis di komen! 💬,True,#keuangan #edukasikeuangan #tabungan,5,29,3,Carousel,Tabungan,37
5915c774-b906-4cb0-91b2-6a3d0d711284,2025-09-09T08:21:01.142773,Porro ab velit occaecati ullam corporis quam quo autem libero aperiam exercitationem error molestias perspiciatis. Financial freedom bukan mimpi kalau kamu disiplin menabung 🚀,False,#keuangan #edukasikeuangan #budgeting,1069,0,60,Reel,Budgeting,1129
72d6fc5f-0e3b-472b-99fa-d5d24b0d1650,2025-06-27T01:15:01.142773,"Magni impedit occaecati molestias eum nemo ad saepe temporibus fugit. Jangan cuma kerja, pelajari investasi juga untuk masa depan",False,#keuangan #edukasikeuangan #budgeting,2025,0,17,Image,Budgeting,2042
b1023b2f-b358-4b02-9424-97d7293c04a9,2025-05-03T10:54:01.142773,Siapa yang masih bingung mulai investasi dari mana? Yuk tulis di komen! 💬,True,#keuangan #edukasikeuangan #tabungan,1071,29,54,Reel,Tabungan,1154
eec855ba-4b0f-4c79-9c1a-6a0da574d908,2025-06-11T18:21:01.142773,"Ea aperiam nisi ex corporis eum voluptatibus in voluptatum. Bijak kelola uang, biar uang yang kerja untukmu 🔁",False,#keuangan #edukasikeuangan #investasi,1182,6,13,Reel,Investasi,1201
3cf6c251-8dbb-4107-9f8a-168d927bffbb,2025-06-20T15:52:01.142773,"Pernah nggak ngerasa pengeluaran 'bocor'? Cerita, dong! 🕳️💸",True,#keuangan #edukasikeuangan #bisnis,1851,96,15,Reel,Bisnis,1962
34b99821-9052-403d-9d77-b6e4998cdc87,2025-05-06T16:03:01.142773,"At dolore labore sapiente tenetur natus soluta commodi amet deleniti cumque corrupti error. Bijak kelola uang, biar uang yang kerja untukmu 🔁",False,#keuangan #edukasikeuangan #motivasifinansial,1637,1,93,Reel,Motivasi Finansial,1731
06e0d4a1-fc2c-4243-9c02-d14cad3e428e,2025-08-02T00:23:01.142773,"Ipsa in nobis tempore voluptatum unde nihil odio. Jangan cuma kerja, pelajari investasi juga untuk masa depan",False,#keuangan #edukasikeuangan #keuangankeluarga,1640,24,108,Reel,Keuangan Keluarga,1772
a70644b7-34c8-46c0-8ef4-28ae1298c39c,2025-08-28T11:08:01.142773,Deleniti perspiciatis expedita soluta dolor quod nobis vitae quod quo natus. Financial freedom bukan mimpi kalau kamu disiplin menabung 🚀,False,#keuangan #edukasikeuangan #bisnis,2339,0,71,Carousel,Bisnis,2410
34386fa0-1bdb-40ac-8c3a-9347ccda20e2,2025-06-05T16:23:01.142773,"Harum natus cumque tempore consequuntur praesentium sed minima porro ea. Bijak kelola uang, biar uang yang kerja untukmu 🔁",False,#keuangan #edukasikeuangan #bisnis,1004,0,36,Reel,Bisnis,1040
59a4731b-7e9d-4b25-b451-824ed84498b1,2025-10-03T03:26:01.142773,"Molestias accusamus vel asperiores soluta sequi deleniti. Bijak kelola uang, biar uang yang kerja untukmu 🔁",False,#keuangan #edukasikeuangan #asuransi,1483,0,0,Image,Asuransi,1483
37a22492-bcf5-44d8-a47f-c91875e149e3,2025-05-27T02:36:01.142773,Inventore aspernatur recusandae dolore accusantium quaerat rerum perferendis atque odio. Financial freedom bukan mimpi kalau kamu disiplin menabung 🚀,False,#keuangan #edukasikeuangan #budgeting,1026,61,73,Image,Budgeting,1160
32572ea7-6d7e-4c49-94c0-9f89d61ee69d,2025-08-15T21:42:01.142773,"Aliquid saepe occaecati ab tempora corporis. Bijak kelola uang, biar uang yang kerja untukmu 🔁",False,#keuangan #edukasikeuangan #asuransi,1324,73,0,Image,Asuransi,1397
